104,01,30470,389
103,11,30081,557
103,09,29524,758
103,07,28766,622
103,05,28144,457
103,03,27687,325
103,01,27362,352
102,11,27010,508
102,09,26502,657
102,07,25845,643
102,05,25202,487
102,03,24715,362
102,01,24353,393
101,11,23960,485
101,09,23475,715
101,07,22760,622
101,05,22138,443
101,03,21695,369
101,01,21326,373
100,11,20953,573
100,09,20380,788
100,07,19592,748
100,05,18844,390
100,03,18454,310
100,01,18144,333
