104,01,04908,134
103,11,04774,175
103,09,04599,208
103,07,04391,193
103,05,04198,175
103,03,04023,165
103,01,03858,173
102,11,03685,186
102,09,03499,217
102,07,03282,220
102,05,03062,167
102,03,02895,157
102,01,02738,158
101,11,02580,175
101,09,02405,215
101,07,02190,193
101,05,01997,159
101,03,01838,152
101,01,01686,152
100,11,01534,227
100,09,01307,223
100,07,01084,200
100,05,00884,152
100,03,00732,121
100,01,00611,140
